source,url,topic,text,rating,user_rating,num_users
Fox,http://www.foxnews.com/entertainment/2014/11/04/does-kim-kardashian-think-obama-is-up-for-reelection-today/,entertainment,Reuters Kim Kardashian wants the world to know shes standing with President Obama The reality star tweeted to her 25 million followers that shes standing with Obama in the midterm election 2morrow followed by a link to find out where you can vote ADVERTISEMENT ADVERTISEMENT Im standing w Obama in the midterm election 2morrow Find out what u need to cast ur ballot httptcokYRgRVlzdD pictwittercomrzJJDWWLaG  Kim Kardashian West KimKardashian November 4 2014  The problem Obama isnt up for reelection today Its unclear if Kardashian was simply tweeting her praise for the Democratic candidates up for election or if sheactually believes Obama is seeking another term Either way Kardashian may not be the best person to accept political advice from WATCH Bravo star You cant script who I sleep with  + FollowFOX411 on Facebook,0.7,0,0
Fox,http://www.foxnews.com/entertainment/2014/11/04/parents-television-council-scandal-sex-scene-after-charlie-brown-was-not-ok/,entertainment,This image released by ABC shows Tony Goldwyn from left Scott Foley and Kerry Washington in a scene from Scandal  The popular series ended its third season Thursday April 18 2014 The Parents Television Council is steaming mad at Scandal for a super hot scene that was featured in the hit shows opening minutes The problem The scene came on the tube right after the kidfavorite flick Its the Great Pumpkin Charlie Brown wrapped on the same channel In less than 26 seconds we were taken from the Peanuts pumpkin patch to a steamy Scandal sex scene Unless parents had the remote control in their hand thumb on the button and aimed directly at the TV screen they didnt have a chance Such a transition is grossly irresponsible by the network and entirely unfair for parents ABC owes families an apology Parents Television Council PTC President Tim Winter fumed in a statement sent to FOX411 ADVERTISEMENT ADVERTISEMENT The PTC called on ABC to apologize for the quick change in programing Network programmers know the importance of audience flow when constructing their broadcast schedule and in fact they build their schedules around audience retention rates Winter insisted So they know full well the importance of program adjacency The juxtaposition of a reliably classic familyfriendly childrens cartoon special like the Great Pumpkin a huge family draw every year for decades  with such a graphic bedroom scene is unjustifiable ABC has yet to comment but the shows creator Shonda Rhimes seemed somewhat aware of the controversy She retweeted a message that read shondarhimes The leap from Charlie Brown to the first scene of Scandal CloseYourEyesKiddies + FollowFOX411 on Facebook,0.7,0,0
Fox,http://www.foxnews.com/entertainment/2014/11/04/nbc-williams-says-weatherman-was-dialing-phone-not-relieving-himself-in-snow/,entertainment,NBC news anchor Brian Williams poses at the Stand Up To Cancer television event aimed at raising funds to accelerate innovative cancer research at the Sony Studios Lot in Culver City California September 10 2010 The onehour live commercialfree fundraising event was aired across multiple broadcast and cable channels at the same time REUTERSDanny Moloshok UNITED STATES  Tags ENTERTAINMENT HEALTH HEADSHOT SOCIETY  RTR2I68T Its a story important enough for NBCs Nightly News Weather forecaster Mike Seidel did not relieve himself in the snow NBCs Brian Williams said on Mondays broadcast that Seidel was the victim of some wild misinformation that floated after his aborted live report on a snowstorm in North Carolina on Saturdays edition of the networks national newscast ADVERTISEMENT ADVERTISEMENT Anchor Lester Holt introduced Seidel who apparently could not hear him or know that he was on camera Seidel who also works for The Weather Channel had his back to the camera and was slightly hunched over both hands near his waist Holt quickly ended the report The clip spread online and generated some media reports that suggested Seidel had been caught in the act of relieving himself even though there was no evidence of that to the naked eye  Social media owes our friend Mike Seidel an apology Williams said Monday as Nightly News replayed the scene Williams said Seidel had lost cellphone contact with NBCs control room so he didnt know Holt had introduced him The reporter turned his back to the camera  and to the wind  to dial his phone Thats when the rumors hit the Web that he was perhaps writing his name in the snow Williams explained to the newscasts 8 million viewers many of whom likely hadnt seen the clip in the first place It was just Mike working to make it right + FollowFOX411 on Facebook,0.7,0,0
Fox,http://www.foxnews.com/entertainment/2014/11/04/vanderpump-rules-star-kristen-doute-cant-script-who-sleep-with/,entertainment," NEW YORK  Vanderpump Rules star Kristen Doute made waves as one of the biggest drama queens on Bravo and thats no easy task She joined in the FOX411 studio to discuss the new dramafilled season and what her boss Real Housewife of Beverly Hills star Lisa Vanderpump is really like when the cameras are off FOX411 The new season just debuted so what can viewers expectBoyfriend stealing Cat fighting Hot hookups ADVERTISEMENT ADVERTISEMENT Kristen DouteThis season is going to be a little different than the last because the dynamic has changed so much I feel like between seasons 1 and 2 we kind of had the same friendships and the same relationships for the most part and obviously after the finale of last year things have changed FOX411For those that dont watch as religiously how have things changed DouteI slept with Jax Taylor and Stassi found out and Tom found outTom and I broke upHes now dating ArianaIm now dating someone elseIts all very different and its fantastic FOX411How does the show work Does this drama erupt and the cameras capture it or is it at all scripted DouteYou cant script something like thisThis is how we have been for so many years I understand why fans say Theres no way that this can be real but Ive known these people for so many yearsI dated Tom for six years and the shows only be on a couple of yearsIt just kind of happens FOX411Do you think the show was the cause of a rift between you and Tom DouteYou know Ive thought about that a little bitI think everything would have happened anywayMaybe it wouldnt have been quite as explosiveI definitely think certain people on the cast have developed an ego FOX411Who has developed an ego from the cast DouteThe boysJax and TomBut everything that happened happened anywayYou cant blame it on a camera or a TV show or anything else around itI still made the mistakes I did as they all did FOX411Youre famous now and yet youre still waitressingHow do the customers treat you DouteIt can be a little bit tough because as much as I love the fans and its so validating to know that theyre coming in just to see us and to have dinner at this restaurant just to take a photo but it can be a little bit like a caged animal in the zoo maybe with not so nice female fans that like to come in and have a few too many drinks FOX411Whats the craziest thing thats happened to you from a fan DouteIve had my fair share of women coming in and after having a couple of drinks theyre telling Tom in the past right in front of me not to date meStassi went through that in the past year with JaxTheyre not afraid to give you their opinion and their two cents FOX411Whats it really like working for a Bravo Housewife DouteIts no surprise that Lisa and I butt heads I might not be her favorite on the show or in real life but Ill always say I respect Lisa as a businesswoman first and foremostIm very very grateful for everything that shes done for us and done for me but Lisa and I are a lot alike and were extremely stubborn and its kind of like this is how I feel and if you dont like it too bad and shes the exact same way Diana Falzone is a FoxNewscom reporterYou can follow her on Twitter dianafalzone
 Diana Falzone is a FoxNewscom reporterYou can follow her on Twitter dianafalzone
 + FollowFOX411 on Facebook",0.7,0,0
Fox,http://www.foxnews.com/leisure/2014/11/04/things-didnt-know-about-pepsi/,leisure,"iStock iStock iStock iStock iStock iStock Think all cola is the same Think again Throughout the twentieth century soda consumers around the world have formed fierce loyalties in the socalled Cola Wars Pepsis sales may come in second to those of CocaCola its largest competitor but Pepsis notably sweeter more citrusy taste continues to dominate in blind taste tests including our own at The Daily Meal But theres more to Pepsi than meets the eye  or taste buds for that matter The soda was created by drugstore owner Caleb Bradham who sold it at his soda fountain under the name Brads Drink until he changed its name to PepsiCola in 1898 The brand retained its full name until 1961 when it was simplified to the Pepsi we know and love today But like its name the brand has been no stranger to change over the last century Since its debut Pepsi has been a powerful player in pop culture technology and politics in the United States and abroad ADVERTISEMENT ADVERTISEMENT iStock Created by drugstore owner Caleb Bradham Pepsi was originally named Brads Drink before Bradham changed the name in 1898 iStock In the famous Pepsi Challenge marketing campaign introduced in 1975 50 percent of participants preferred the taste of Pepsi over CocaCola Soda experts say that Pepsi is sweeter and more lemonflavored than its competitors cola iStock Celebrity endorsers for the brand have included Joan Crawford who married Pepsis president Alfred Steele in 1955 Michael Jackson Britney Spears Beyonc Jeff Gordon and Sofia Vergara iStock PepsiCola was the first brand to advertise via skywriting at the 1939 New York Worlds Fair iStock PepsiCola was the first company to hire black sales executives and market to AfricanAmerican families iStock Pepsi far outsells Coke in Frenchspeaking Canada to the extent that Pepsi has been used as a vaguely pejorative slang term for FrenchCanadians themselves In response to the old CocaCola slogan Around the World Its Coke the company once produced ads in Quebec saying Ici Cest Pepsi  Here its Pepsi See what else there is to learn about Pepsi More from The Daily Meal Check Out Ferran Adris Special Pepsi Can

Are Diet Coke and Diet Pepsi Bad For You

Can Coke and Pepsi Create an AllNatural CalorieFree Soda

Behind Pepsis Campaign to Become Cool Again",0.7,0,0
Fox,http://www.foxnews.com/health/2014/11/04/oh-baby-men-experience-pain-childbirth-in-experiment/,health,image courtesy CEN image courtesy CEN image courtesy CEN image courtesy CEN Moms Ever wish the men in your life could feel what its really like to deliver a baby In Chinas Shandong Province now men can thanks to a local hospital According to Central European News CEN Chinese men in the city of Jinan have been lining up to find out what its like to experience the agonizing contractions that women endure during childbirth Most of the volunteers are partners of pregnant women ADVERTISEMENT ADVERTISEMENT The hospital said they want to show men how much women suffer through childbirth and to give men greater respect for what women go through The event was aimed at creating awareness and more respect for childbearing women especially highlighting the entire laborious ninemonth process leading up to birth a hospital spokesman told CEN To recreate the contractions and pain of childbirth hospital technicians used machines to stimulate the mens abdomens with electric shocks to make it contract Some men seemed reluctant having been dragged there by their partners while others were more enthusiastic CEN reported My wife is expecting a baby in three months and we had a row when I told her not to make such a fuss fathertobe Guang Liao 29 told CEN When she found out about this project she told me had to sign up for it so I also know what is was all about I must admit I was curious and if what I experienced is really what she goes through then I have to say I have changed my attitude It was really incredibly painful and I only had it for a few minutes If it went on for hours I dont know if Id be able to bear it he told the news agency In a video posted on LiveLeak in 2013 that went viral two men underwent a similar experiment The video shows the stunned men writhing in pain and their wives supporting them while laughing,0.7,0,0
Fox,http://www.foxnews.com/leisure/2014/11/04/never-ending-pasta-pass-holder-eats-1510-worth-food-in-6-weeks/,leisure,Alan Martins has eaten 95 meals at Olive Garden over the past six weeks with his Never Ending Pasta Pass and will continue to eat there twice a day until his pass expires on November 9thFox 8 WGHP A North Carolina man is working hard to get the most out of his Olive Garden Never Ending Pasta Pass Alan Martin was one of the lucky 1000 people who in September raced to buy one of the allyoucaneat passes ADVERTISEMENT ADVERTISEMENT Over the past six weeks Martin has eaten at Olive Garden every day twice a day totaling up to 95 meals and ringing up 1510 worth of food according to Fox 8 WGHP Now when he goes into the restaurant Martin told WGHP that the waitstaff treat him like a celebrity The pasta pass which Martin bought for 100 is good for all of the pasta salad bread and CocaCola drinks a person can eat during the seven week period which runs until Nov 9 I would love to be the person that ate the most of the 1000 people That would be a good contest to win Martin told WGHP Because that means I got the most value out of the card of anyone in the United States Olive Gardens Never Ending Pasta Pass has given the restaurant its fair share of headaches since they first went on sale After selling out in 45 minutes and crashing Olive Gardens website black market versions of the pass soon began appearing on thirdparty websites  As for Martin he says his goal is to continue to eat at Olive Garden twice a day until the pass expires Hes gotten his moneys worth absolutely Chris Lambert Burlington Olive Garden general manager told WGHP,0.7,0,0
Fox,http://www.foxnews.com/science/2014/11/04/illegal-dig-unearths-ancient-egyptian-temple/,science,Farmers work at a rice field near the Great Giza pyramids on the outskirts of Cairo November 2 2014REUTERSAmr Abdallah Dalsh Seven men have been arrested in Egypt after digging up an ancient temple under a house in Giza just outside Cairo Egyptian news website Ahram reports that the illegal excavation revealed the remains of a temple from the reign of Pharoah Tuthmose III ADVERTISEMENT ADVERTISEMENT The dig revealed huge limestone blocks covered in hieroglyphics which belong to a massive temple according to Egypts Antiquities Minister Mamdouh ElDamaty Ahram reports that two marble columns were also unearthed along with seven reliefs and a large armless colossus of a seated person made from red granite Major General Momtaz Fathi an aide to the interior ministry and a director in Egypts tourism police said that the find was made in mid October The arrests were made after Egypts tourism and antiquities police heard about the illegal excavation Police found diving suits diving masks and oxygen cylinders when they raided the dig according to Ahram The unearthed artifacts were taken to the nearby archaeological site of Saqqara for restoration and further study The Hod Zeleikha area of Giza where the illegal dig took place has now been declared an archaeological site according to ElDamaty who noted that more of the temple will be excavated Tuthmose III known as the Napoleon of ancient Egypt as a result of his military successes reigned from 1479 to 1425 BC Located on the outskirts of Cairo Giza is best known as the location of the Great Sphinx and the pyramids,0.7,0,0
Fox,http://www.foxnews.com/entertainment/2014/11/04/how-random-teenager-who-works-at-target-became-famous-in-12-hours/,entertainment, It all started with a tweet And a creeper pic This isnt the first time an everyday employee blew up the Internet Jen from Appleton anyone but at least this time its not over a candle tragedy On Sunday morning Twitter user auscalum tweeted a photo from the Target checkout line ADVERTISEMENT ADVERTISEMENT Now auscalum says she wasnt the one who originally took the picture WATCH The maddest Bath  Body works customer gets epic reenactment Not that it mattered The insatiable thirst that is Teens on the Internet took that picture and ran with it And what started as a simple observation about Alex from Target became AlexFromTarget racking up some 800K tweets in a mere 24 hours and countless memes So if you work a cash register and think you are mildly to stunningly handsome this is your time Do your hair Make sure you smile You could become Internet famous today NEWS 19 words your teenagers use that you dont understand explained Obviously Alex From Targets fandom eventually found him on Twitter DGM_Alex where he originally seemed a bit overwhelmed by the very unexpected attention So many followers   DGM_Alex acl163 November 3 2014  But now he has over 500000 followers and has changed his bio to Official Alex from target and seems to be embracing his meme fame as have other real famous people Hey AlexFromTarget its EllenFromEllen  Ellen DeGeneres TheEllenShow November 3 2014  And Target itself even got in on the action We heart Alex too alexfromtarget pictwittercomLvA7qc5RfS  Target Target November 3 2014  Imagine our surprise yesterday when one of our Target team members managed to flood the Internet with images of red and khaki without even trying a Target spokesperson told Mashable We are proud to have a great team including AlexFromTarget and are in contact with his store and family What a weird world we live in  + FollowFOX411 on Facebook,0.7,0,0
Fox,http://www.foxnews.com/science/2014/11/04/wreck-17th-century-dutch-warship-discovered/,science,A diver measures a cannon found at the wreck site in Tobagos Rockley BayCourtesy of the University of Connecticut The wreck of a 17thcentury Dutch warship has been discovered off the coast of Tobago a small island located in the southern Caribbean Marine archaeologists believe the vessel is possibly the Huis de Kreuningen which was lost during a bloody fight between Dutch and French colonists On March 3 1677 the French Navy launched a fierce attack against the Dutch in Tobagos Rockley Bay European settlers coveted Tobago for its strategic location in fact the island changed hands more than 30 times after Christopher Columbus arrived in the New World ADVERTISEMENT ADVERTISEMENT The abbreviated story of this particular battle is Everybody dies and every ship sinks according to Kroum Batchvarov an assistant professor of maritime archaeology at the University of Connecticut Indeed about 2000 people were killed and up to 14 ships went down during the skirmish But until now none of those sunken vessels had been recovered Shipwrecks Gallery Secrets of the Deep This past March Batchvarov went searching for wrecks in Rockley Bay Through remote sensing and historical accounts his team identified a spot where shipwrecks from the battle might have settled on the bottom of the bay One day while the rest of his colleagues were sorting out an issue with their GPS systems Batchvarov and another diver decided to explore under the surface Quite literally the first thing we saw at the bottom was a cannon Batchvarov told a small audience at the Explorers Club headquarters in New York Nov 3 During that initial 20minute dive the researchers found at least seven castiron cannons some of them large 18pounder guns This was one of the most interesting experiences of my life in archaeology and I have been in this field for about 17 years Batchvarov said None of the sunken ships timbers have been uncovered yet from the jumbled wreckage but divers did find relics from life aboard a military vessel including 72 clay smoking pipes an array of dining utensils and burned bricks from the ships galley They also found a beer jug with three engravings of military generals from antiquity Joshua David and Alexander the Great Several clues led the team to conclude they were dealing with a Dutch warship from the 17th century For example many of the pipes had the mark of a manufacturer that operated in Amsterdam from the 1650s to the 1680s Batchvarov said Because of the size of the cannons found at the site the archaeologists suspect the wreck could be the 130footlong 56gun warship Huis de Kreuningen Only one other Dutch vessel the flagship Bescherming could have supported such large guns but it survived the battle Batchvarov said The French boarded the Huis de Kreuningen during the Battle of Tobago To avoid capture the Dutch captain Roemer Vlacq blew up the ship The blaze spread and destroyed the French flagship Glorieux Despite their major losses the Dutch led by commodore Jacob Binckeswere ultimately successful in holding back the French Years earlier Binckes had recaptured New York for the Dutch the city was however returned to England shortly after Without proper conservation facilities nearby the artifacts Batchvarov and his colleagues discovered had to be reburied underwater But the project has just been awarded a grant from the US State Departments Ambassadors Fund for Cultural Preservation so that the artifacts can be conserved and displayed in Trinidad and Tobago Batchvarov and his colleagues plan to return to the site next year their main goal is to establish the extent of the wreck Copyright 2014 LiveScience a TechMediaNetwork company All rights reserved This material may not be published broadcast rewritten or redistributed,0.7,0,0
Fox,http://www.foxnews.com/entertainment/2014/11/04/2014-cma-awards-predictions-miranda-lambert-could-win-big-over-male-contenders/,entertainment,Singersongwriter Lambert made music history when her new album Platinum scored the number one spot on Billboards country chart She became the first country artist of the Billboard Top Country Albums to see all of their first five albums debut at number one See what else this country gal has accomplished In one corner youve got the starring members of the country boys club The veteran George Strait the Australian guitar player who rocks the shaggy bangs Keith Urban the bestselling party boy Luke Bryan and the funny tall guy Blake Shelton In the other corner A blonde with a megawatt smile  and a swag that is so tough even all the boys are afraid of her ADVERTISEMENT ADVERTISEMENT Thats why Wednesdays Country Music Association Awards set to air on ABC at 8 pm EDT Wednesday will be Miranda Lamberts big night She is nominated for nine awards  more than any other artist  including entertainer album song and single of the year Shes also her own competitor Lambert only has a chance to win seven trophies since she is nominated twice for both music event and music video of the year Heres how the night will play out at the Bridgestone Arena in Nashville Tennessee  or at least some educated guesses ENTERTAINER OF THE YEAR Blake Shelton George Strait Keith Urban Luke Bryan Miranda Lambert While Blake Shelton continues to build his buzz with The Voice and Keith Urban with American Idol the real competition is between Luke Bryan whose album sales have been continued to kill it in challenging times George Strait who won the award last year and retired from the road this year and Miranda Lambert whose fiery vibe has dominated country airwaves this year Look for the Lambert to crash the boys party Wednesday with a welldeserved win and a first in the top category for the 30yearold star ALBUM OF THE YEAR Crash My Party Luke Bryan Fuse Keith Urban Platinum Miranda Lambert Riser Dierks Bentley The Outsiders Eric Church The Grammys ignored Luke Bryans album though it topped the charts and solidified his superstar status in country music It seems unlikely the CMAs will make the same mistake SINGLE OF THE YEAR Automatic Miranda Lambert Drunk On A Plane Dierks Bentley Give Me Back My Hometown Eric Church Meanwhile Back at Mamas Tim McGraw featuring Faith Hill Mine Would Be You Blake Shelton Who doesnt love a Tim McGraw and Faith Hill duet But who doesnt love a song about getting drunk on a plane to Mexico after your fianc dumped you Exactly FEMALE VOCALIST OF THE YEAR Carrie Underwood Kacey Musgraves Martina McBride Miranda Lambert Taylor Swift Taylor Swift may sell over a million albums this week but her chances of winning are about the same as most of todays album sales Low Lambert will earn her fifth consecutive win here MALE VOCALIST OF THE YEAR Blake Shelton Dierks Bentley Eric Church Keith Urban Luke Bryan Blake Shelton and Miranda Lambert have both won the male and female vocalist honors four years in a row We call it their good luck charm and no one wants to break up a happy home including the CMAs WATCH Know Your Bandmate Little Big Town  + FollowFOX411 on Facebook,0.7,0,0
Fox,http://www.foxnews.com/entertainment/2014/11/04/charlie-sheens-ex-fiancee-reportedly-overdoses/,entertainment," Charlie Sheens exfiance Brett Rossi is under medical supervision following an overdose reports the New York Post

The adult film star whose real name is Scottine Ross was found unresponsive at her Los Angeles home over the weekend and was rushed to CedarsSinai Medical Center according to Radar Online It was an overdose It is not known what she overdosed on a source told the site

Sheen and Rossi were set to marry later this month before calling off their engagement in midOctober

Sheens rep Jeff Ballard told People Charlie and Scotty have been in communication and Charlie still has tremendous fondness for Scotty and continues to wish her all the best

A request for comment was not immediately returned ADVERTISEMENT ADVERTISEMENT + FollowFOX411 on Facebook",0.7,0,0
Fox,http://www.foxnews.com/politics/2014/11/04/republicans-aim-for-senate-takeover-democrats-look-to-dash-gop-hopes/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+foxnews%2Fmost-popular+%28Internal+-+Most+Popular+Content%29,politics," Republicans have notched two key Senate wins with Fox News projecting Senate GOP Leader Mitch McConnell will win reelection to his Kentucky seat and Republican Shelley Moore Capito will beat Democrat Natalie Tennant for an open Senate seat in West Virginia  marking the first GOP pickup of the night The West Virginia seat is being vacated by retiring Democrat Jay Rockefeller ADVERTISEMENT ADVERTISEMENT In Kentucky Fox News projects McConnell will defeat Democrat Alison Lundergan Grimes Kentuckys secretary of state This is a big win for Republicans because Kentucky was one of the few states where Democrats thought they had a chance of flipping a Senate seat from red to blue Its also significant because if Republicans take control of the Senate McConnell will likely seek to replace Democrat Harry Reid as the next Senate majority leader Polls have closed in several other states but key races there are too close to call  most notably in Virginia where Republican Ed Gillespie is running a latesurging campaign against Democratic Sen Mark Warner According to Fox News exit polls this race is looking much closer than it did in preelection polling in which Warner a former Virginia governor held a monthslong 20point lead over Gillespie the former chairman of the Republican National Committee Gillespie eventually cut that lead in half but the race now appears even closer Polls are also closed in North Carolina but the crucial Senate race between Democratic incumbent Kay Hagan and Republican challenger Thom Tillis is too close to call In Georgia it is too early to call a winner in the closely fought race between Republican businessman David Perdue and Democrat Michelle Nunn If neither candidate exceeds 50 percent of the vote the election will drag on for another two months with a runoff set for Jan 6 Meanwhile in South Carolina Fox News projects that two Republicans  Sens Lindsey Graham and Tim Scott  will win
Scott appointed to the seat vacated by Jim DeMint in December 2012 will now serve out the final two years of the term Its a historic moment With his victory Scott will be the first African American elected to the Senate from a former Confederate state since the end of Reconstruction Republicans are aiming for a big election night as polls continue to close in other states  hoping that two years of intensive campaigning will net them the six seats they need to take over the Senate even as top Democrats vow their ground game ultimately will keep the Senate in their hands Voters headed to the polls Tuesday in every state to decide hundreds of congressional races and thousands at the state legislative level At stake are 435 House seats 36 Senate seats and another 36 gubernatorial races  The US Senate battle with control of Capitol Hill at stake is the most closely watched If Republicans win and keep the House it gives them full control of Congress during President Obamas last two years in office The Obama factor may weigh heavily over the vote Tuesday night Fox News Exit Polls show more than a third of voters  34 percent  said they voted to show theyre opposed to Obamas policies That number was a bit higher in 2010 By contrast just 20 percent voted to show support for Obama Fortyfive percent said it was not a factor The economy is by far the biggest issue for voters 43 percent said it was the most important issue Of those worried about the direction of the economy they voted for the Republican candidate by a 20point difference exit polls show Republicans are thought to have locked down three of the Senate races Montana South Dakota and West Virginia Most the campaigning and the big money in recent months have concentrated on roughly 10 competitive contests Seven were for seats held by Democrats in Alaska Arkansas Colorado Iowa Louisiana New Hampshire and North Carolina Three were for seats held by Republicans in Georgia Kansas and Kentucky Surprise developments colored the elections in several states  most notably the Democratic candidates decision to drop out of the race for Senate in Kansas His decision immediately boosted independent Greg Orman in his race against longtime GOP Sen Pat Roberts who until that race shakeup was leading in the polls In Kentucky Grimes also suffered a PR blow after she repeatedly refused to say whether she voted for Obama In the final days of the race both campaigns turned to accusing each other of putting out inappropriate mailers Theres a possibility America wont even know the outcome on election night Latetallied votes from rural Alaska and a likely runoff in Louisiana between Democratic Sen Mary Landrieu and Republican challenger Rep Bill Cassidy  and a possible runoff in the Georgia race where a nominee must get 50 percent of the votes to win  could keep control of the Senate undecided for days or even until next year On the House side all 435 House seats are on the ballot Of them 233 are held by Republicans and 199 held by Democrats The other three races are for vacant seats Democrats would need 17 seats to take the majority an unlikely possibility Rather Republicans are expected to pick up at least five more seats At the state level nearly a dozen US governors are considered in political peril making it one of the toughest years for incumbent governors in decades",0.7,0,0
Fox,http://www.foxnews.com/politics/2014/11/04/midterms-2014-campaign-notebook/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+foxnews%2Fmost-popular+%28Internal+-+Most+Popular+Content%29,politics, Crist campaign files motion to extend voting hours in Florida county 730 pm ET The campaign for the Democratic candidate forFlorida governor has filed an emergency motion to extend voting hours in one Florida county saying issues at polling places have left many unable to cast a ballot ADVERTISEMENT ADVERTISEMENT Charlie Crists campaign filed a motion Tuesday night with a Florida state court requesting voting hours be extended in Broward County from 700 pmto 900 pm The campaign said several individual and systemic breakdowns have caused issues for voters attempting to cast their ballots In one example the campaign said a polling place at an elementary school was offline for over an hour and a half Tuesday morning which caused major delays The campaign also said malfunctions with the machines that were checking in voters had led to widespread problems and some voters gave up attempting to cast a ballot The campaign said that they made a similar request to the Broward County Supervisor of Elections but it was denied Crist the states former Republican governor is trying to unseat GOP incumbent Rick Scott Voting irregularities reported in multiple states 600 pm ET Voting irregularities have been reported in several states with polls about to close  In Connecticut  where voters are choosing candidates for governor Congress the state legislature and other offices  several polling places didnt receive printed ballots in time for the 6 am start of voting The issue prompted Democratic Gov Dannel Malloy to ask a state judge to extend voting hours in Hartford where the problem was reported Malloy said the problem caused him to vote about 35 minutes late and may have discouraged others from casting ballots His Republican challenger Tom Foley said theres no legitimate reason to extend voting hours in the capital city Problems also were reported in a few other towns including Wolcott where one polling place ran low on ballots briefly Irregularities with voting machines meanwhile were detected in Virginia in places like Virginia Beach and Newport News According to Republican Rep Scott Rigell the incumbent competing against Democrat Suzanne Patrick in the 2nd District voting machines were switching electronic votes from Republican to Democrat Because of a machine malfunction we have had reports of nearly 40 different polling locations in which voters are attempting to vote for me and it comes up as our opponent Rigell said in a mass email sent to voters Tuesday afternoon This disenfranchisement of voters strikes at the very heart of our republic  We are urging you to vote and check the summary page on your voting machine prior to casting your ballot Rigell included a video taken in Virginia Beach in which an electronic machine appears to select Patrick even though the voter taps the machine to select Rigell Representatives from the Virginia Department of Elections told Watchdogorg they are aware of the issue and said faulty touchscreen machines were removed immediately In a statement obtained by the VirginiaPilot the department said the problem appears to be with the AccuVote TSX Touch Screen voting machines and involves touch screen calibration Patricks campaign in contrast said they had received a very low and limited number of complaints In all cases the problem was resolved quickly and the voter walked away satisfied that each had cast his or her ballot successfully Patricks campaign manager Michelle Gajewski said in a statement provided to the newspaper In South Dakota officials announced first results wont be reported until 10 pm ET tonight because one countys polls opened an hour late Secretary of State Jason Gant posted a tweet announcing that results would be delayed an hour because polls in Shannon County did not open until 8 am Because state law required that polling locations stay open for 12 hours statewide results wont be reported until later Kansas Republican pounces on Biden claim independent rival will be with us 210 pm ET Vice President Joe Biden touched off a Kansas firestorm this afternoon claiming in a local radio interview that independent Senate candidate Greg Orman will be with us if elected  a claim Ormans campaign denied and one his Republican opponent quickly seized upon Orman has not yet indicated which party hed caucus with in the Senate but Bidens comment suggested hed made up his mind And you know we have a chance of picking up an independent who will be with us in the state of Kansas Biden told WPLR Ormans opponent Republican Sen Pat Roberts quickly seized upon Bidens claim Roberts campaign used Bidens voice in a robocall blitz to a million households alerting voters that Biden revealed what Orman has stealthily refused to acknowledge all along that he is a Democrat masquerading as an independent This is a major voter alert the recorded message begins Vice President Joe Biden admitted the Greg Orman will become a Democrat in the US Senate even though Orman has been denying it to Kansas voters  Vote for the only Republican in the race for US Senate by 7 pm today This is the last chance to stop the ObamaReid agenda Ormans campaign meanwhile said Gregs never spoken to the vice president in his life Greg is an Independent and hes not going to Washington to represent the Democrats or the Republicans  hes going to represent the people of Kansas his campaign manager Jim Jonas said in a statement In the latest polling Orman holds a very slight lead over Roberts in an increasingly tight race Biden went on to predict the Democrats will win Senate seats in Alaska North Carolina New Hampshire and Georgia Fox News James Rosen contributed to this report,0.7,0,0
Fox,http://www.foxnews.com/politics/2014/11/04/how-to-watch-fox-news-channel-programming-on-election-night/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+foxnews%2Fmost-popular+%28Internal+-+Most+Popular+Content%29,politics, Fox News Channel FNC will provide live continuous coverage of the midterm election night coanchored by Bret Baier and Megyn Kelly beginning at 6 pm ET Coverage will be accessible to viewers on the go from their desktop tablet or smartphone with the Fox News app available at foxnewsgocom FoxNewscom also will present a live online program The Strategy Room from 911 pm ET The shows freewheeling roundtable format  which viewers can watch at foxnewscomstrategyroom  will provide a fresh take on key races with spirited discussions that go beyond the typical political fare ADVERTISEMENT ADVERTISEMENT This live online program will feature news and analysis from Fox News personalities Andrea Tantaros Harris Faulkner Lisa Kennedy Montgomery Jesse Watters Jedediah Bila Fox News Radios Todd Starnes Fox Business Networks Charles Payne and comedian Tom Shillue,0.7,0,0
